brEPQ02847.1	137626
brEPQ02847.1	90187
brEPQ02847.1	87699
brEPQ02975.1	50
brEPQ03007.1	51
brEPQ03039.1	52
brEPQ03103.1	54
brEPQ03135.1	55
brEPQ03295.1	60
brEPQ03391.1	63
brEPQ03647.1	71
brEPQ03647.1	4378
brEPQ03647.1	129267
brEPQ03711.1	73
brEPQ03743.1	74
brEPQ03775.1	75
brEPQ03775.1	108826
brEPQ03775.1	113132
brEPQ03775.1	115838
brEPQ03775.1	117438
brEPQ03775.1	120144
brEPQ03775.1	124450
brEPQ03775.1	126050
brEPQ03775.1	130356
brEPQ03775.1	133062
brEPQ03903.1	79
brEPQ03967.1	81
brEPQ03967.1	49920
brEPQ03999.1	82
brEPQ04031.1	83
brEPQ04031.1	114872
brEPQ04031.1	126739
brEPQ04031.1	109224
brEPQ04031.1	55719
brEPQ04063.1	84
brEPQ04095.1	85
brEPQ04095.1	11953
brEPQ04095.1	16260
brEPQ04095.1	105642
brEPQ04191.1	88
brEPQ04223.1	89
brEPQ04415.1	95
daXP_059517875.1	803
daXP_059517875.1	133478
daXP_059517971.1	806
daXP_059517971.1	89839
daXP_059518067.1	809
daXP_059518067.1	9423
daXP_059518067.1	124870
daXP_059518163.1	812
daXP_059518419.1	820
daXP_059518419.1	5127
daXP_059518419.1	9434
daXP_059518419.1	102746
daXP_059518419.1	107052
daXP_059518419.1	111358
daXP_059518419.1	115664
daXP_059518419.1	117098
daXP_059518419.1	119970
daXP_059518419.1	121404
daXP_059518419.1	125710
daXP_059518419.1	128582
daXP_059518419.1	130016
daXP_059518419.1	134322
daXP_059518483.1	822
daXP_059518483.1	5129
daXP_059518483.1	85520
daXP_059518483.1	89826
daXP_059518483.1	99568
daXP_059518643.1	827
daXP_059518707.1	829
daXP_059518707.1	7990
daXP_059518707.1	12297
daXP_059518707.1	16604
daXP_059518707.1	20911
daXP_059518707.1	25218
daXP_059518707.1	29525
daXP_059518707.1	33832
daXP_059518707.1	38139
daXP_059518707.1	42446
daXP_059518707.1	43457
daXP_059518707.1	51060
daXP_059518707.1	132879
daXP_059518707.1	137185
daXP_059519347.1	849
daXP_059519347.1	5156
daXP_059519347.1	9463
daXP_059519347.1	18077
daXP_059519347.1	22384
daXP_059519347.1	26691
daXP_059519347.1	30998
daXP_059519347.1	35305
daXP_059519347.1	115507
daXP_059519347.1	119813
daXP_059519347.1	124119
daXP_059519347.1	125013
daXP_059519475.1	853
daXP_059519475.1	4580
daXP_059519475.1	5160
daXP_059519475.1	9467
daXP_059519475.1	34326
daXP_059519475.1	42301
daXP_059519475.1	46608
daXP_059519475.1	101400
daXP_059519475.1	105706
daXP_059519475.1	110012
daXP_059519571.1	856
daXP_059519571.1	3541
daXP_059519571.1	5163
daXP_059519571.1	9470
daXP_059519571.1	30421
daXP_059519571.1	119819
daXP_059519571.1	124125
daXP_059519571.1	128431
daXP_059519571.1	130052
daXP_059519571.1	132737
daXP_059519571.1	134358
daXP_059519571.1	137043
daXP_059519603.1	857
daXP_059519603.1	4579
daXP_059519603.1	5164
daXP_059519603.1	98290
daXP_059519603.1	102596
daXP_059519603.1	106902
daXP_059519603.1	111208
daXP_059519603.1	115514
daXP_059519603.1	119820
daXP_059519603.1	121441
daXP_059519603.1	125747
daXP_059519603.1	130053
daXP_059519603.1	134359
daXP_059519731.1	861
daXP_059519731.1	61971
daXP_059519731.1	1674
daXP_059519731.1	4011
daXP_059519731.1	4503
daXP_059519731.1	5981
daXP_059519731.1	8318
daXP_059519731.1	10288
daXP_059519731.1	16932
daXP_059519731.1	18902
daXP_059519731.1	21239
daXP_059519731.1	29853
daXP_059519731.1	31823
daXP_059519731.1	34160
daXP_059519731.1	38467
daXP_059519731.1	70585
daXP_059519731.1	74892
daXP_059519731.1	79198
daXP_059519731.1	83504
daXP_059519731.1	87810
daXP_059519731.1	92116
daXP_059519731.1	96422
daXP_059519731.1	98759
daXP_059519731.1	100728
daXP_059519731.1	103065
daXP_059519731.1	105034
daXP_059519731.1	107371
daXP_059519731.1	109340
daXP_059519731.1	111677
daXP_059519731.1	117952
daXP_059519731.1	120289
daXP_059519731.1	122258
daXP_059519731.1	124595
daXP_059519731.1	126564
daXP_059519731.1	128901
daXP_059519731.1	130870
daXP_059519731.1	133207
daXP_059519731.1	135176
daXP_059519731.1	137513
daXP_059519731.1	22920
daXP_059519731.1	27227
daXP_059519731.1	31534
daXP_059519731.1	35841
daXP_059519731.1	40148
daXP_059519731.1	44455
daXP_059519731.1	63009
daXP_059519731.1	64892
daXP_059519731.1	67316
daXP_059519731.1	71623
daXP_059519731.1	75930
daXP_059519731.1	80236
daXP_059519731.1	84542
daXP_059519731.1	88848
daXP_059519731.1	93154
daXP_059519731.1	97460
daXP_059519731.1	101766
daXP_059519731.1	106072
daXP_059519731.1	110378
daXP_059519731.1	114684
daXP_059519731.1	118990
daXP_059520019.1	870
daXP_059520019.1	5177
daXP_059520019.1	9484
daXP_059520019.1	13791
daXP_059520019.1	18098
daXP_059520019.1	72468
daXP_059520019.1	76775
daXP_059520019.1	81081
daXP_059520019.1	99203
daXP_059520115.1	873
daXP_059520115.1	1820
daXP_059520115.1	24520
daXP_059520115.1	37307
daXP_059520147.1	874
daXP_059520147.1	29659
daXP_059520147.1	31023
daXP_059520147.1	89953
daXP_059520147.1	103482
daXP_059520147.1	124401
daXP_059520179.1	875
daXP_059520179.1	77039
daXP_059520179.1	91317
daXP_059520179.1	124405
daXP_059520339.1	880
daXP_059520339.1	95266
daXP_059520339.1	137072
daXP_059520371.1	881
daXP_059520371.1	5188
daXP_059520371.1	9495
daXP_059520371.1	13802
daXP_059520371.1	106931
daXP_059520371.1	111237
daXP_059520371.1	115543
daXP_059520371.1	117159
daXP_059520371.1	121465
daXP_059520371.1	124155
daXP_059520371.1	125771
daXP_059520371.1	128461
daXP_059520371.1	130077
daXP_059520371.1	134383
daXP_059520723.1	892
daXP_059520787.1	894
daXP_059520787.1	5201
daXP_059520787.1	9508
daXP_059520787.1	13815
daXP_059520787.1	43253
daXP_059520787.1	55269
daXP_059520787.1	59576
daXP_059520787.1	63883
daXP_059520787.1	68190
daXP_059520787.1	72497
daXP_059520787.1	76804
daXP_059520787.1	81110
daXP_059520787.1	85416
daXP_059520787.1	89722
daXP_059520787.1	130090
daXP_059520787.1	134396
daXP_059520787.1	12658
daXP_059520787.1	4984
daXP_059520787.1	17904
daXP_059520787.1	34194
daXP_059520787.1	55728
daXP_059520787.1	56667
daXP_059520787.1	90181
daXP_059520787.1	99731
daXP_059520787.1	125411
daXP_059520787.1	137547
daXP_059520819.1	895
daXP_059520915.1	898
daXP_059520915.1	5205
daXP_059520915.1	63887
daXP_059520915.1	68194
daXP_059520915.1	72501
daXP_059520915.1	76808
daXP_059540211.1	1501
daXP_059540211.1	2520
daXP_059540211.1	5808
daXP_059540211.1	6827
daXP_059540211.1	10115
daXP_059540211.1	15441
daXP_059540211.1	17693
daXP_059540211.1	136022
daXP_059540307.1	1504
daXP_059540307.1	5811
daXP_059540307.1	10118
daXP_059540307.1	11080
daXP_059540307.1	14425
daXP_059540307.1	15387
daXP_059540307.1	19694
daXP_059540307.1	24001
daXP_059540307.1	28308
daXP_059540307.1	30279
daXP_059540307.1	130700
daXP_059540307.1	135006
daXP_059540627.1	1514
daXP_059540627.1	5821
daXP_059540627.1	10128
daXP_059540627.1	14435
daXP_059540627.1	18742
daXP_059540627.1	60438
daXP_059540627.1	101515
daXP_059540627.1	105821
daXP_059540627.1	110127
daXP_059540627.1	114433
daXP_059540627.1	118739
daXP_059540627.1	123045
daXP_059540627.1	131657
daXP_059540627.1	117867
daXP_059540627.1	1589
daXP_059540627.1	5896
daXP_059540627.1	8463
daXP_059540627.1	10203
daXP_059540627.1	12770
daXP_059540627.1	14510
daXP_059540627.1	17077
daXP_059540627.1	21384
daXP_059540627.1	25691
daXP_059540627.1	29998
daXP_059540627.1	34305
daXP_059540627.1	122173
daXP_059540627.1	124740
daXP_059540627.1	126479
daXP_059540627.1	129046
daXP_059540627.1	130785
daXP_059540627.1	133352
daXP_059540627.1	137658
daXP_059540659.1	1515
daXP_059540659.1	14284
daXP_059540659.1	15597
daXP_059540659.1	23987
daXP_059540659.1	26022
daXP_059540659.1	125031
daXP_059540787.1	1519
daXP_059540787.1	19299
daXP_059540787.1	23881
daXP_059540787.1	30112
daXP_059540787.1	34419
daXP_059540787.1	76192
daXP_059540787.1	104068
daXP_059540787.1	106657
daXP_059540787.1	108374
daXP_059540787.1	114351
daXP_059540787.1	119415
daXP_059540787.1	124000
daXP_059540947.1	1524
daXP_059540947.1	5831
daXP_059540947.1	58561
daXP_059540947.1	62868
daXP_059540947.1	19021
daXP_059540947.1	34904
daXP_059540947.1	106188
daXP_059540947.1	114800
daXP_059540947.1	119106
daXP_059540947.1	123412
daXP_059541107.1	1529
daXP_059541107.1	92990
daXP_059541107.1	75766
daXP_059541107.1	80072
daXP_059541107.1	84378
daXP_059541107.1	88684
daXP_059541107.1	97296
daXP_059541107.1	101602
daXP_059541171.1	1531
daXP_059541171.1	5838
daXP_059541171.1	10145
daXP_059541171.1	14452
daXP_059541171.1	23066
daXP_059541171.1	27373
daXP_059541171.1	31680
daXP_059541171.1	97205
daXP_059541171.1	34164
daXP_059541171.1	25550
daXP_059541171.1	38471
daXP_059541171.1	42778
daXP_059541171.1	47085
daXP_059541171.1	51750
daXP_059541171.1	29857
daXP_059541171.1	100646
daXP_059541171.1	104952
daXP_059541171.1	109258
daXP_059541171.1	113564
daXP_059541171.1	90863
daXP_059541363.1	1537
daXP_059541363.1	5844
daXP_059541363.1	84395
daXP_059541363.1	88701
daXP_059541363.1	93007
daXP_059541363.1	135039
daXP_059541395.1	1538
daXP_059541395.1	5845
daXP_059541395.1	130734
daXP_059541395.1	135040
daXP_059541683.1	1547
daXP_059541683.1	10161
daXP_059541683.1	14468
daXP_059541683.1	54191
daXP_059541683.1	135049
daXP_059541747.1	1549
daXP_059541747.1	5856
daXP_059541747.1	10163
daXP_059541747.1	14470
daXP_059541747.1	18777
daXP_059541747.1	23084
daXP_059541747.1	27391
daXP_059541747.1	29486
daXP_059541747.1	31698
daXP_059541747.1	36004
daXP_059541747.1	36005
daXP_059541747.1	40311
daXP_059541747.1	40312
daXP_059541747.1	44618
daXP_059541747.1	44619
daXP_059541747.1	48925
daXP_059541747.1	48926
daXP_059541747.1	53232
daXP_059541747.1	53233
daXP_059541747.1	57539
daXP_059541747.1	57540
daXP_059541747.1	61847
daXP_059541747.1	70460
daXP_059541747.1	74767
daXP_059541747.1	74768
daXP_059541747.1	79073
daXP_059541747.1	79074
daXP_059541747.1	83379
daXP_059541747.1	87685
daXP_059541747.1	91991
daXP_059541747.1	96297
daXP_059541747.1	100603
daXP_059541747.1	104909
daXP_059541747.1	109215
daXP_059541747.1	113521
daXP_059541747.1	117827
daXP_059541747.1	122133
daXP_059541747.1	123128
daXP_059541747.1	126439
daXP_059541747.1	127434
daXP_059541747.1	130745
daXP_059541779.1	1550
daXP_059541779.1	60692
daXP_059541779.1	110173
daXP_059541875.1	1553
daXP_059541971.1	1556
daXP_059541971.1	4174
daXP_059541971.1	129064
daXP_059541971.1	133370
daXP_059541971.1	135058
daXP_059541971.1	137676
daXP_059542163.1	1562
daXP_059542195.1	1563
daXP_059542387.1	1569
daXP_059542387.1	5876
daXP_059542387.1	10183
daXP_059542387.1	14490
daXP_059542387.1	18797
daXP_059542387.1	27411
daXP_059542387.1	31718
daXP_059542387.1	36025
daXP_059542387.1	98880
daXP_059542387.1	103186
daXP_059542387.1	107492
daXP_059542387.1	111798
daXP_059542387.1	116104
daXP_059542387.1	130765
daXP_059542387.1	135071
daXP_059542419.1	1570
daXP_059542419.1	92012
daXP_059542419.1	117848
daXP_059542419.1	126460
daXP_059542419.1	130766
daXP_059542419.1	135072
daXP_059542419.1	124754
daXP_059542419.1	34558
daXP_059542771.1	1581
daXP_059542771.1	5888
daXP_059542771.1	10195
daXP_059542771.1	14502
daXP_059542771.1	34764
daXP_059542771.1	36615
daXP_059542771.1	56091
daXP_059542771.1	72152
daXP_059542771.1	120314
daXP_059542771.1	124620
daXP_059542771.1	128926
daXP_059542771.1	130777
daXP_059542771.1	133232
daXP_059542771.1	135083
daXP_059542899.1	1585
daXP_059542899.1	5892
daXP_059542899.1	38921
daXP_059542899.1	47075
daXP_059542899.1	51382
daXP_059542899.1	55689
daXP_059542899.1	135087
daXP_059543059.1	1590
daXP_059543059.1	5897
daXP_059543059.1	21307
daXP_059543059.1	25614
daXP_059543059.1	34228
daXP_059543059.1	60822
daXP_059543347.1	1599
daXP_059543347.1	25600
daXP_059543347.1	29907
daXP_059543347.1	34214
daXP_059543347.1	38521
daXP_059543347.1	42828
daXP_059543347.1	51442
daXP_059543347.1	55749
daXP_059543347.1	60056
daXP_059543347.1	64363
daXP_059543347.1	83429
daXP_059543347.1	87735
daXP_059543347.1	92041
daXP_059543347.1	96347
daXP_059543347.1	100653
daXP_059543347.1	104959
daXP_059543347.1	109265
daXP_059543347.1	113571
daXP_059543347.1	117877
daXP_059543347.1	122183
daXP_059543347.1	130795
daXP_059543347.1	135101
daXP_059543347.1	18107
daXP_059543347.1	9493
daXP_059543347.1	102623
daXP_059543347.1	111235
daXP_059543347.1	115541
daXP_059543347.1	119847
daXP_059543347.1	124153
myXP_036151671.1	2403
myXP_036151671.1	109989
myXP_036151671.1	114295
myXP_036151671.1	135905
myXP_036151767.1	2406
myXP_036151767.1	97069
myXP_036151767.1	101375
myXP_036151767.1	105681
myXP_036151767.1	109987
myXP_036151767.1	114293
myXP_036151767.1	118599
myXP_036151767.1	122905
myXP_036152023.1	2414
myXP_036152055.1	2415
myXP_036152215.1	2420
myXP_036152215.1	6727
myXP_036152215.1	44078
myXP_036152215.1	48385
myXP_036152215.1	56999
myXP_036152215.1	61306
myXP_036152215.1	135922
myXP_036152279.1	2422
myXP_036152279.1	10784
myXP_036152279.1	121164
myXP_036152375.1	2425
myXP_036152375.1	6732
myXP_036152375.1	11039
myXP_036152375.1	61692
myXP_036152375.1	65999
myXP_036152375.1	70306
myXP_036152375.1	11719
myXP_036152375.1	16026
myXP_036152375.1	73800
myXP_036152375.1	92426
myXP_036152375.1	96732
myXP_036152439.1	2427
myXP_036152439.1	34911
myXP_036152439.1	40180
myXP_036152439.1	44487
myXP_036152439.1	49349
myXP_036152439.1	67500
myXP_036152439.1	103889
myXP_036152439.1	112902
myXP_036152439.1	114884
myXP_036152439.1	135929
myXP_036152695.1	2435
myXP_036152695.1	3149
myXP_036152695.1	6742
myXP_036152695.1	7456
myXP_036152695.1	11049
myXP_036152695.1	19663
myXP_036152695.1	49468
myXP_036152695.1	53775
myXP_036152695.1	58082
myXP_036152695.1	66696
myXP_036152695.1	69358
myXP_036152695.1	71003
myXP_036152695.1	125423
myXP_036152695.1	126366
myXP_036152695.1	128039
myXP_036152695.1	130672
myXP_036152695.1	132345
myXP_036152695.1	134978
myXP_036152695.1	136651
myXP_036152695.1	12185
myXP_036152695.1	16492
myXP_036152695.1	20799
myXP_036152695.1	29413
myXP_036152695.1	31030
myXP_036152695.1	25106
myXP_036152695.1	39644
myXP_036152695.1	26723
myXP_036152695.1	35337
myXP_036152887.1	2441
myXP_036152887.1	6748
myXP_036152887.1	74675
myXP_036152887.1	103774
myXP_036152919.1	2442
myXP_036153143.1	2449
myXP_036153143.1	1473
myXP_036153143.1	5780
myXP_036153143.1	6756
myXP_036153143.1	10087
myXP_036153143.1	11063
myXP_036153143.1	14394
myXP_036153143.1	15370
myXP_036153143.1	18701
myXP_036153143.1	23008
myXP_036153143.1	23984
myXP_036153143.1	27315
myXP_036153143.1	28291
myXP_036153143.1	31622
myXP_036153143.1	32598
myXP_036153143.1	35929
myXP_036153143.1	36905
myXP_036153143.1	40236
myXP_036153143.1	41212
myXP_036153143.1	44543
myXP_036153143.1	45519
myXP_036153143.1	48850
myXP_036153143.1	49826
myXP_036153143.1	53157
myXP_036153143.1	54133
myXP_036153143.1	57464
myXP_036153143.1	58440
myXP_036153143.1	61771
myXP_036153143.1	62747
myXP_036153143.1	66078
myXP_036153143.1	67054
myXP_036153143.1	70385
myXP_036153143.1	71361
myXP_036153143.1	74692
myXP_036153143.1	75668
myXP_036153143.1	78998
myXP_036153143.1	79974
myXP_036153143.1	83304
myXP_036153143.1	105809
myXP_036153143.1	113445
myXP_036153143.1	114421
myXP_036153143.1	117751
myXP_036153143.1	118727
myXP_036153143.1	122057
myXP_036153143.1	123033
myXP_036153143.1	126363
myXP_036153143.1	127339
myXP_036153143.1	130669
myXP_036153143.1	131645
myXP_036153143.1	134975
myXP_036153143.1	135951
myXP_036153143.1	28963
myXP_036153143.1	106481
myXP_036153143.1	2137
myXP_036153143.1	3121
myXP_036153143.1	6444
myXP_036153143.1	7428
myXP_036153143.1	10751
myXP_036153143.1	11735
myXP_036153143.1	15058
myXP_036153143.1	16042
myXP_036153143.1	19365
myXP_036153143.1	20349
myXP_036153143.1	23672
myXP_036153143.1	24656
myXP_036153143.1	27979
myXP_036153143.1	32286
myXP_036153143.1	36593
myXP_036153143.1	40900
myXP_036153143.1	47527
myXP_036153143.1	49514
myXP_036153143.1	53821
myXP_036153143.1	110787
myXP_036153143.1	115093
myXP_036153143.1	118415
myXP_036153143.1	119399
myXP_036153143.1	122721
myXP_036153143.1	123705
myXP_036153143.1	127027
myXP_036153143.1	128011
myXP_036153143.1	131333
myXP_036153143.1	132317
myXP_036153143.1	135639
myXP_036153143.1	136623
myXP_036153335.1	2455
myXP_036153335.1	6762
myXP_036153335.1	55996
myXP_036153335.1	83368
myXP_036153335.1	87674
myXP_036153335.1	91980
myXP_036153367.1	2456
myXP_036153367.1	6763
myXP_036153367.1	13077
myXP_036153367.1	15377
myXP_036153367.1	122123
myXP_036153367.1	126429
myXP_036153367.1	130735
myXP_036153367.1	135958
myXP_036153367.1	29537
myXP_036153367.1	38151
myXP_036153367.1	52501
myXP_036153719.1	2467
myXP_036153719.1	45537
myXP_036153719.1	81912
myXP_036153719.1	91110
myXP_036153719.1	105827
myXP_036153847.1	2471
myXP_036153847.1	2146
myXP_036153847.1	24007
myXP_036153847.1	45541
myXP_036153847.1	62768
myXP_036153847.1	71384
myXP_036153847.1	79996
myXP_036153847.1	92588
myXP_036153847.1	97221
myXP_036153847.1	99136
myXP_036153847.1	101525
myXP_036153847.1	118424
myXP_036153847.1	118750
myXP_036153911.1	2473
myXP_036153943.1	2474
myXP_036153943.1	4316
myXP_036153943.1	6781
myXP_036153943.1	66085
myXP_036153943.1	70392
myXP_036153943.1	7978
myXP_036153943.1	56767
myXP_036153943.1	129768
myXP_036153943.1	57915
myXP_036153943.1	4393
myXP_036153943.1	114958
myXP_036154263.1	2484
myXP_036154583.1	2494
myXP_036154583.1	6801
myXP_036154583.1	61807
myXP_036154615.1	2495
myXP_036154615.1	123079
myXP_036154615.1	127385
myXP_036154711.1	2498
myXP_036154711.1	6805
myXP_036154711.1	11112
myXP_036154711.1	129224
myXP_036154743.1	2499
myXP_036154743.1	1510
myXP_036154743.1	6806
myXP_036154743.1	10124
myXP_036154743.1	11113
myXP_036154743.1	14431
myXP_036154743.1	15420
myXP_036154743.1	122094
myXP_036154743.1	126400
myXP_036154743.1	130706
myXP_036154743.1	135012
myXP_036154743.1	136001
myXP_036196407.1	3801
myXP_036196407.1	8108
myXP_036196407.1	12415
myXP_036196407.1	16722
myXP_036196407.1	21029
myXP_036196407.1	25336
myXP_036196407.1	48845
myXP_036196407.1	65006
myXP_036196407.1	78609
myXP_036196407.1	82915
myXP_036196407.1	91527
myXP_036196407.1	122658
myXP_036196407.1	123711
myXP_036196407.1	126964
myXP_036196407.1	128017
myXP_036196407.1	135576
myXP_036196439.1	3802
myXP_036196439.1	52687
myXP_036196439.1	77638
myXP_036196439.1	137304
myXP_036196535.1	3805
myXP_036196535.1	35494
myXP_036196535.1	39801
myXP_036196535.1	44108
myXP_036196535.1	133001
myXP_036196535.1	137307
myXP_036196567.1	3806
myXP_036196567.1	82236
myXP_036196567.1	100092
myXP_036196727.1	3811
myXP_036196727.1	8118
myXP_036196727.1	12425
myXP_036196727.1	16732
myXP_036196727.1	21039
myXP_036196727.1	25346
myXP_036196727.1	29653
myXP_036196727.1	33960
myXP_036196727.1	42574
myXP_036196727.1	44103
myXP_036196727.1	46881
myXP_036196727.1	48410
myXP_036196727.1	51188
myXP_036196727.1	52717
myXP_036196727.1	55495
myXP_036196727.1	57024
myXP_036196727.1	59802
myXP_036196727.1	61331
myXP_036196727.1	64109
myXP_036196727.1	65638
myXP_036196727.1	68416
myXP_036196727.1	72723
myXP_036196727.1	74252
myXP_036196727.1	77030
myXP_036196727.1	78558
myXP_036196727.1	81336
myXP_036196727.1	82864
myXP_036196727.1	85642
myXP_036196727.1	87170
myXP_036196727.1	89948
myXP_036196727.1	91476
myXP_036196727.1	94254
myXP_036196727.1	95782
myXP_036196727.1	100088
myXP_036196727.1	104394
myXP_036196727.1	108700
myXP_036196727.1	113006
myXP_036196727.1	121618
myXP_036196727.1	125924
myXP_036196727.1	130230
myXP_036196727.1	134536
myXP_036196727.1	34860
myXP_036196855.1	3815
myXP_036196855.1	8122
myXP_036196855.1	8657
myXP_036196855.1	16736
myXP_036196855.1	21043
myXP_036196855.1	26873
myXP_036196855.1	31180
myXP_036196855.1	35487
myXP_036196855.1	39794
myXP_036196855.1	44101
myXP_036197079.1	3822
myXP_036197079.1	872
myXP_036197079.1	12437
myXP_036197079.1	46892
myXP_036197079.1	51200
myXP_036197079.1	77041
myXP_036197079.1	78397
myXP_036197079.1	86258
myXP_036197079.1	89960
myXP_036197079.1	99926
myXP_036197079.1	111489
myXP_036197079.1	124408
myXP_036197111.1	3823
myXP_036197111.1	8130
myXP_036197111.1	87162
myXP_036197175.1	3825
myXP_036197175.1	87164
myXP_036197175.1	91470
myXP_036197175.1	100082
myXP_036197367.1	3831
myXP_036197367.1	8138
myXP_036197367.1	16752
myXP_036197367.1	17669
myXP_036197367.1	100071
myXP_036197367.1	108683
myXP_036197495.1	3835
myXP_036197495.1	30568
myXP_036197495.1	28167
myXP_036197495.1	137337
myXP_036197495.1	8142
myXP_036197495.1	113013
myXP_036197495.1	1749
myXP_036197495.1	6056
myXP_036197495.1	110520
myXP_036197495.1	114826
myXP_036197495.1	44166
myXP_036197495.1	39859
myXP_036197495.1	132995
myXP_036197495.1	79588
myXP_036197495.1	8609
myXP_036197495.1	110639
myXP_036197495.1	124886
myXP_036197495.1	19291
myXP_036197495.1	129192
myXP_036197495.1	133498
myXP_036197495.1	137301
myXP_036197495.1	48473
myXP_036197495.1	128689
myXP_036197495.1	137608
myXP_036197495.1	10015
myXP_036197495.1	10461
myXP_036197495.1	14768
myXP_036197495.1	76705
myXP_036197495.1	80496
myXP_036197495.1	96305
myXP_036197495.1	105344
myXP_036197495.1	123557
myXP_036197495.1	43156
myXP_036197495.1	57078
myXP_036197495.1	69617
myXP_036197879.1	3847
myXP_036197879.1	8154
myXP_036197879.1	95299
myXP_036197879.1	121676
myXP_036197879.1	125982
myXP_036197911.1	3848
myXP_036197911.1	8155
myXP_036197911.1	73456
myXP_036197911.1	113048
myXP_036197911.1	117354
myXP_036197911.1	121660
myXP_036197975.1	3850
myXP_036197975.1	12464
myXP_036197975.1	35473
myXP_036197975.1	48394
myXP_036197975.1	133046
myXP_036197975.1	137352
myXP_036197975.1	39780
myXP_036197975.1	121025
myXP_036198007.1	3851
myXP_036198007.1	70021
myXP_036198007.1	137353
myXP_036198039.1	3852
myXP_036198039.1	51798
myXP_036198039.1	108751
myXP_036198039.1	137354
myXP_036198103.1	3854
myXP_036198103.1	30689
myXP_036198103.1	34717
myXP_036198103.1	56262
myXP_036198103.1	56509
myXP_036198103.1	95609
myXP_036198103.1	99902
myXP_036198103.1	115518
myXP_036198327.1	3861
myXP_036198327.1	8168
myXP_036198327.1	9803
myXP_036198327.1	14110
myXP_036198327.1	18417
myXP_036198327.1	30288
myXP_036198679.1	3872
myXP_036198679.1	18444
myXP_036198679.1	94974
myXP_036198679.1	137374
myXP_036198775.1	3875
myXP_036198775.1	22010
myXP_036198775.1	117478
myXP_036198935.1	3880
myXP_036198935.1	8187
myXP_036198935.1	12494
myXP_036198935.1	57184
myXP_036198935.1	61491
myXP_036198935.1	65798
myXP_036198935.1	82401
myXP_036198935.1	97242
myXP_036198935.1	1480
myXP_036198935.1	5787
myXP_036198935.1	10094
myXP_036198935.1	101548
myXP_036198935.1	105854
myXP_036198935.1	110160
myXP_036198935.1	118772
myXP_036198935.1	123078
myXP_036198935.1	126370
myXP_036198935.1	130676
myXP_036198935.1	133511
myXP_036198935.1	134982
myXP_036198967.1	3881
myXP_036198967.1	117497
