moXP_036122598.1	moXP_036122598.1
moXP_036122598.1	moXP_036122597.1
moXP_036122598.1	moXP_036122598.1
moXP_036122598.1	moXP_036122597.1
moXP_036103519.1	moXP_036103519.1
paXP_006925049.1	paXP_006925049.1
paXP_006925049.1	paXP_006925049.1
paXP_006925049.1	pvXP_011358305.1
paXP_006925049.1	pgXP_039741999.1
paXP_006925049.1	pgXP_039741999.1
paXP_024906307.1	paXP_024906307.1
paXP_015448952.1	paXP_015448952.1
paXP_015448952.1	paXP_015448952.1
paXP_015448952.1	paXP_015448952.1
paXP_015448952.1	paXP_015448952.1
paXP_015448952.1	paXP_015448952.1
paXP_015448952.1	paXP_015448952.1
paXP_015448952.1	paXP_015448952.1
paXP_015453225.1	paXP_015453225.1
paXP_015453225.1	raXP_015999583.2
paXP_015453225.1	pgXP_039712348.1
paXP_015453225.1	pvXP_011380426.1
pdXP_035877466.1	pdXP_035877466.1
pdXP_035877466.1	pdXP_035877467.1
pdXP_035877466.1	pdXP_028368305.1
pdXP_035877466.1	pdXP_035877468.1
pdXP_035877466.1	phXP_045696746.1
pdXP_035877466.1	pdXP_035877466.1
pdXP_035877466.1	pdXP_035877467.1
pdXP_035877466.1	pdXP_028368305.1
pdXP_035877466.1	pdXP_035877468.1
pdXP_035877466.1	phXP_045696746.1
pdXP_035877466.1	pdXP_035877466.1
pdXP_035877466.1	pdXP_035877467.1
pdXP_035877466.1	pdXP_028368305.1
pdXP_035877466.1	pdXP_035877468.1
pdXP_035877466.1	phXP_045696746.1
pdXP_035876168.1	pdXP_035876168.1
pdXP_035876168.1	pkXP_036265113.1
pdXP_035876168.1	pdXP_028370874.1
pdXP_035876168.1	pkXP_045427828.1
pdXP_035876168.1	mlXP_006095450.1
pdXP_035876168.1	pdXP_035876166.1
pdXP_035876168.1	pkXP_036265109.1
pdXP_035876168.1	mlXP_006095450.1
pdXP_035876168.1	pdXP_035876167.1
pdXP_035876168.1	pkXP_036265112.1
pdXP_035876168.1	mlXP_006095450.1
pdXP_035876168.1	pdXP_035876168.1
pdXP_035876168.1	pkXP_036265113.1
pdXP_035876168.1	pdXP_028370874.1
pdXP_035876168.1	phXP_045703746.1
pdXP_035876168.1	moXP_036136100.1
pdXP_035876168.1	moXP_036136100.1
pdXP_035876168.1	ajXP_053513196.1
pdXP_035876168.1	mdXP_059550787.1
pdXP_035876168.1	moXP_036136100.1
pdXP_035876168.1	ajXP_053513197.1
pdXP_035876168.1	efXP_008149873.2
pdXP_035876168.1	mdXP_059550788.1
pdXP_035876168.1	pnCAK6444170.1
pdXP_035876168.1	ajXP_053513196.1
pdXP_035876168.1	efXP_008149873.2
pdXP_035876168.1	mdXP_059550789.1
pdXP_035876168.1	pnCAK6444170.1
pdXP_035876168.1	ajXP_053513197.1
pdXP_035876168.1	efXP_008149873.2
pdXP_035876168.1	phXP_045703746.1
pdXP_035876168.1	pnCAK6444170.1
pdXP_035876168.1	rfXP_032966093.1
pdXP_035876168.1	ajXP_053513196.1
pdXP_035876168.1	phXP_045703746.1
pdXP_035876168.1	rfXP_032966094.1
pdXP_035876168.1	ajXP_053513197.1
pdXP_035876168.1	drXP_045042192.2
pdXP_035876168.1	rfXP_032966093.1
pdXP_035876168.1	drXP_045042193.2
pdXP_035876168.1	rfXP_032966094.1
pdXP_035876168.1	drXP_053769836.1
pdXP_035876168.1	rfXP_032966093.1
pdXP_035876168.1	drXP_053769839.1
pdXP_035876168.1	rfXP_032966094.1
pdXP_035876168.1	drXP_024434300.2
pdXP_035876168.1	mdXP_059550787.1
pdXP_035876168.1	mmXP_036165574.1
pdXP_035876168.1	drXP_045042192.2
pdXP_035876168.1	mdXP_059550788.1
pdXP_035876168.1	mmXP_036165574.1
pdXP_035876168.1	drXP_045042193.2
pdXP_035876168.1	mdXP_059550789.1
pdXP_035876168.1	mmXP_036165574.1
pdXP_035876168.1	drXP_053769836.1
pdXP_035876168.1	mdXP_059550787.1
pdXP_035876168.1	drXP_053769839.1
pdXP_035876168.1	mdXP_059550788.1
pdXP_035876168.1	drXP_024434300.2
pdXP_035876168.1	mdXP_059550789.1
pdXP_035876168.1	drXP_045042192.2
pdXP_035876168.1	drXP_045042193.2
pdXP_035876168.1	drXP_053769836.1
pdXP_035876168.1	pkXP_045427828.1
pdXP_035876168.1	drXP_053769839.1
pdXP_035876168.1	mbXP_005871100.1
pdXP_035876168.1	pdXP_035876166.1
pdXP_035876168.1	pkXP_036265109.1
pdXP_035876168.1	drXP_024434300.2
pdXP_035876168.1	mbXP_014399022.1
pdXP_035876168.1	pdXP_035876167.1
pdXP_035876168.1	pkXP_036265112.1
pdXP_035876168.1	sbXP_066099657.1
pdXP_035876168.1	mbXP_005871100.1
pdXP_035876168.1	pdXP_035876168.1
pdXP_035876168.1	pkXP_036265113.1
pdXP_035876168.1	sbXP_066099657.1
pdXP_035876168.1	mbXP_014399022.1
pdXP_035876168.1	pdXP_028370874.1
pdXP_035876168.1	pkXP_045427828.1
pdXP_035876168.1	sbXP_066099657.1
pdXP_035876168.1	mbXP_005871100.1
pdXP_035876168.1	pdXP_035876166.1
pdXP_035876168.1	pkXP_036265109.1
pdXP_035876168.1	mbXP_014399022.1
pdXP_035876168.1	pdXP_035876167.1
pdXP_035876168.1	pkXP_036265112.1
pdXP_035883993.1	pdXP_035883993.1
pdXP_035883993.1	pdXP_035883993.1
pdXP_035883993.1	phXP_045684172.1
pdXP_035883993.1	phXP_045684172.1
pdXP_028357700.1	pdXP_028357700.1
pdXP_028357700.1	ajXP_037010080.2
pdXP_028357700.1	ajXP_037010080.2
pdXP_028357700.1	ajXP_037010080.2
pdXP_028357700.1	pdXP_028357700.1
pdXP_028357700.1	pdXP_028357700.1
pdXP_028357700.1	phXP_045674345.1
pdXP_028357700.1	phXP_045674345.1
pdXP_028357700.1	phXP_045674345.1
pdXP_028357700.1	phXP_045674345.1
